column,task_type,search_type,params,r2_score,rmse
2,regression,grid,"{'depth': 4, 'iterations': 200, 'l2_leaf_reg': 10, 'learning_rate': 0.1}",0.7061967608384034,2.810438438705368
3,regression,grid,"{'depth': 4, 'iterations': 300, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",0.9729006966674943,40.06960282666397
4,regression,grid,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 5, 'learning_rate': 0.2}",0.7782441359787212,33.2990337319558
6,regression,grid,"{'depth': 4, 'iterations': 100, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.9467692072329407,0.0676775939382306
8,regression,grid,"{'depth': 4, 'iterations': 300, 'l2_leaf_reg': 10, 'learning_rate': 0.01}",0.25096116743248353,0.015174274142997502
9,regression,grid,"{'depth': 4, 'iterations': 100, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",-0.16741834416824886,0.0015994216992673727
10,regression,grid,"{'depth': 4, 'iterations': 200, 'l2_leaf_reg': 10, 'learning_rate': 0.1}",0.7171015354508785,0.005262271580018316
11,regression,grid,"{'depth': 4, 'iterations': 100, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",0.8444070849590447,0.017955406096446514
12,regression,grid,"{'depth': 4, 'iterations': 200, 'l2_leaf_reg': 10, 'learning_rate': 0.1}",0.24115771409387665,0.027607335240121076
13,regression,grid,"{'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.2}",0.9729747891840193,41.95821999679616
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
1,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669394,2.812897191764557
2,regression,randomized,"{'learning_rate': 0.2, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 4}",0.7056824598669391,2.812897191764559
3,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.973426413222666,39.67903150802299
4,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 6}",0.8051003830665794,31.21760403139078
6,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9491925473698254,0.06611913354080493
8,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 5, 'iterations': 300, 'depth': 4}",0.2195653691119306,0.015489023025594632
9,regression,randomized,"{'learning_rate': 0.01, 'l2_leaf_reg': 10, 'iterations': 100, 'depth': 6}",-0.055372056699783956,0.0015207314327037806
10,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.6876369904630291,0.005529524184569005
11,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.8454075966169643,0.017897583521914555
12,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.25826281250399985,0.027294412690584163
13,regression,randomized,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 100, 'depth': 4}",0.9673213119344366,46.138642972134605
